AOI Coordinates,2016,2017,2018,2019,2020,2021,2022,2023
"[[[74.67792937305236, 32.113394575025595], [74.68792937305237, 32.113394575025595], [74.68792937305237, 32.12339457502559], [74.67792937305236, 32.12339457502559], [74.67792937305236, 32.113394575025595]]]",60.09870546965217,80.71954240372446,73.20809189702553,75.13595573481253,73.34361010049875,73.56231866115017,75.64749750917251,81.14992463878853
"[[[74.67792937305236, 32.12339457502559], [74.68792937305237, 32.12339457502559], [74.68792937305237, 32.13339457502559], [74.67792937305236, 32.13339457502559], [74.67792937305236, 32.12339457502559]]]",388.08091523707577,463.4628197692997,463.3738223604247,413.30515960172994,401.1829514209443,442.36858955036575,441.4625588160749,475.29019782310513
"[[[74.67792937305236, 32.13339457502559], [74.68792937305237, 32.13339457502559], [74.68792937305237, 32.14339457502559], [74.67792937305236, 32.14339457502559], [74.67792937305236, 32.13339457502559]]]",0.5679971669451334,1.474737791058942,3.393766196404613,5.063207206755097,3.040593478377452,2.695199772135097,2.358718153868811,2.658437596820459
"[[[74.67792937305236, 32.14339457502559], [74.68792937305237, 32.14339457502559], [74.68792937305237, 32.15339457502559], [74.67792937305236, 32.15339457502559], [74.67792937305236, 32.14339457502559]]]",15.886319530090987,15.628796475311901,15.07634095237282,17.187890283635973,14.833595035770486,20.13615512991718,17.48085571090622,23.395000710450795
"[[[74.67792937305236, 32.153394575025594], [74.68792937305237, 32.153394575025594], [74.68792937305237, 32.16339457502559], [74.67792937305236, 32.16339457502559], [74.67792937305236, 32.153394575025594]]]",105.59078037530725,122.51303520470907,130.8020561043138,117.68036132964559,116.16222688911357,142.3423190128406,150.5368048182403,176.81902977845044
"[[[74.67792937305236, 32.16339457502559], [74.68792937305237, 32.16339457502559], [74.68792937305237, 32.17339457502559], [74.67792937305236, 32.17339457502559], [74.67792937305236, 32.16339457502559]]]",93.15298238847105,100.46034705342049,113.65998122523742,120.4276359437396,115.19227374175043,139.41686398160275,142.39188278274102,144.5515349080442
"[[[74.67792937305236, 32.17339457502559], [74.68792937305237, 32.17339457502559], [74.68792937305237, 32.18339457502559], [74.67792937305236, 32.18339457502559], [74.67792937305236, 32.17339457502559]]]",321.1715928939745,363.3377654473244,394.8855295454759,376.9866256074604,374.26412085841923,393.4225199602215,448.5817526634438,452.8298298651862
"[[[74.67792937305236, 32.183394575025595], [74.68792937305237, 32.183394575025595], [74.68792937305237, 32.19339457502559], [74.67792937305236, 32.19339457502559], [74.67792937305236, 32.183394575025595]]]",342.8355380695318,383.56802607833833,411.7242417538754,388.82964759419445,390.0868447802465,427.86562514353744,461.5751521450746,449.0562474397465
"[[[74.67792937305236, 32.19339457502559], [74.68792937305237, 32.19339457502559], [74.68792937305237, 32.20339457502559], [74.67792937305236, 32.20339457502559], [74.67792937305236, 32.19339457502559]]]",21.721067768690666,21.1569863019532,25.663206276085653,24.97941918596196,20.88063772679918,22.54515947988069,23.284611148437225,19.82500129133394
"[[[74.67792937305236, 32.20339457502559], [74.68792937305237, 32.20339457502559], [74.68792937305237, 32.21339457502559], [74.67792937305236, 32.21339457502559], [74.67792937305236, 32.20339457502559]]]",3.404598122824609,3.5420276673903572,4.393684989827307,5.2196165002442285,4.130334632554877,5.452573750878276,5.847866140402402,6.439231419831498
"[[[74.68792937305237, 31.913394575025592], [74.69792937305238, 31.913394575025592], [74.69792937305238, 31.923394575025593], [74.68792937305237, 31.923394575025593], [74.68792937305237, 31.913394575025592]]]",36.66178169016936,41.91616096443973,49.801603630868144,52.93109847035837,59.34625295839664,51.84224929706104,59.514160433888065,60.1342276648243
"[[[74.68792937305237, 31.923394575025593], [74.69792937305238, 31.923394575025593], [74.69792937305238, 31.933394575025595], [74.68792937305237, 31.933394575025595], [74.68792937305237, 31.923394575025593]]]",2.509597360237118,9.066968180286494,3.7078909348565503,4.719318600382394,4.337053788084471,3.7177114057245566,0.3861223286456188,0.566643165439018
"[[[74.68792937305237, 31.93339457502559], [74.69792937305238, 31.93339457502559], [74.69792937305238, 31.943394575025593], [74.68792937305237, 31.943394575025593], [74.68792937305237, 31.93339457502559]]]",17.418290718094116,20.269591787330274,13.520539064516818,20.07091151278295,19.011149308726804,20.572905897249665,23.326080174412674,17.83335664735401
"[[[74.68792937305237, 31.943394575025593], [74.69792937305238, 31.943394575025593], [74.69792937305238, 31.953394575025595], [74.68792937305237, 31.953394575025595], [74.68792937305237, 31.943394575025593]]]",2.633502999879056,6.947302877142647,2.7885344939477363,7.004170348545813,6.335978213792259,7.264812550101851,2.571896634344739,4.843208441479874
"[[[74.68792937305237, 31.95339457502559], [74.69792937305238, 31.95339457502559], [74.69792937305238, 31.963394575025593], [74.68792937305237, 31.963394575025593], [74.68792937305237, 31.95339457502559]]]",3.9035420275467914,5.754440936425453,6.682598602901635,5.773396793938446,4.696977947014602,7.0200675413416675,2.689693464890297,4.083622255620867
"[[[74.68792937305237, 31.963394575025593], [74.69792937305238, 31.963394575025593], [74.69792937305238, 31.973394575025594], [74.68792937305237, 31.973394575025594], [74.68792937305237, 31.963394575025593]]]",911.7034535562055,1009.6160479483059,1003.3616685104265,961.6862467865742,1038.3329789882298,1003.9894927008548,1106.6633648388024,1120.9382789580407
"[[[74.68792937305237, 31.97339457502559], [74.69792937305238, 31.97339457502559], [74.69792937305238, 31.983394575025592], [74.68792937305237, 31.983394575025592], [74.68792937305237, 31.97339457502559]]]",117.54796217650399,133.22179630778777,135.4300048694707,143.27049241232925,128.23046151225236,129.78070951722853,125.11219697572287,123.79745573596468
"[[[74.68792937305237, 31.983394575025592], [74.69792937305238, 31.983394575025592], [74.69792937305238, 31.993394575025594], [74.68792937305237, 31.993394575025594], [74.68792937305237, 31.983394575025592]]]",555.0848137814592,610.5559300861836,649.5031248990642,610.6484943168064,612.9335049298421,607.7132211829177,578.2526236604647,577.4903352700431
"[[[74.68792937305237, 31.99339457502559], [74.69792937305238, 31.99339457502559], [74.69792937305238, 32.00339457502559], [74.68792937305237, 32.00339457502559], [74.68792937305237, 31.99339457502559]]]",139.96201644814784,157.72179622549112,160.68486963649525,188.17696309693503,185.71306447306898,211.18512773844253,192.572474550585,201.82185143606966
"[[[74.68792937305237, 32.003394575025595], [74.69792937305238, 32.003394575025595], [74.69792937305238, 32.01339457502559], [74.68792937305237, 32.01339457502559], [74.68792937305237, 32.003394575025595]]]",384.34371406952744,418.3966084655367,406.6414200965042,437.4171721525338,415.03940052639336,458.5389132774253,392.1902066746952,442.0365301994934
"[[[74.68792937305237, 32.01339457502559], [74.69792937305238, 32.01339457502559], [74.69792937305238, 32.02339457502559], [74.68792937305237, 32.02339457502559], [74.68792937305237, 32.01339457502559]]]",7.967388103279161,8.100216772999037,11.76884727678953,11.157522754274396,9.316101618833272,14.309756460008929,7.939097630651304,10.349869996844063
"[[[74.68792937305237, 32.02339457502559], [74.69792937305238, 32.02339457502559], [74.69792937305238, 32.03339457502559], [74.68792937305237, 32.03339457502559], [74.68792937305237, 32.02339457502559]]]",442.7116835345878,466.83256906802956,482.0189832063346,486.7588506928019,460.27368101359866,511.5932947932082,511.3770931781071,520.9605318658423
"[[[74.68792937305237, 32.03339457502559], [74.69792937305238, 32.03339457502559], [74.69792937305238, 32.04339457502559], [74.68792937305237, 32.04339457502559], [74.68792937305237, 32.03339457502559]]]",9.460978192737457,8.802940790656066,12.701303219082904,11.244849480971443,11.240792778062314,12.989123479430026,13.296475660318524,14.272782056108127
"[[[74.68792937305237, 32.043394575025594], [74.69792937305238, 32.043394575025594], [74.69792937305238, 32.05339457502559], [74.68792937305237, 32.05339457502559], [74.68792937305237, 32.043394575025594]]]",50.98971599767875,51.79713771701172,58.12807409909867,57.599063689779854,67.14294863934116,71.6560761605358,72.52822875650627,73.63958632578729
"[[[74.68792937305237, 32.05339457502559], [74.69792937305238, 32.05339457502559], [74.69792937305238, 32.06339457502559], [74.68792937305237, 32.06339457502559], [74.68792937305237, 32.05339457502559]]]",1897.2185265200014,2138.9121537559804,2141.780948564796,2118.25486280193,2185.8000824672577,2318.337201280248,2211.9940544470633,2259.1543928983924
"[[[74.68792937305237, 32.06339457502559], [74.69792937305238, 32.06339457502559], [74.69792937305238, 32.07339457502559], [74.68792937305237, 32.07339457502559], [74.68792937305237, 32.06339457502559]]]",12.263787761201492,18.460262944774655,17.068362258382606,16.713572811898604,9.81568791418438,13.858162257370077,8.31159769502169,8.845591398630859
"[[[74.68792937305237, 32.07339457502559], [74.69792937305238, 32.07339457502559], [74.69792937305238, 32.08339457502559], [74.68792937305237, 32.08339457502559], [74.68792937305237, 32.07339457502559]]]",242.16976934235123,305.71449764107336,302.0453462153746,279.89533804547295,310.3549950684532,281.0586973890018,294.7844449607601,322.6132131500906
"[[[74.68792937305237, 32.083394575025594], [74.69792937305238, 32.083394575025594], [74.69792937305238, 32.09339457502559], [74.68792937305237, 32.09339457502559], [74.68792937305237, 32.083394575025594]]]",215.54253361978493,258.5788548179984,261.2128838302106,245.67974885003974,301.7286517573871,295.82523475170484,334.9098241586944,397.5227078677705
"[[[74.68792937305237, 32.09339457502559], [74.69792937305238, 32.09339457502559], [74.69792937305238, 32.10339457502559], [74.68792937305237, 32.10339457502559], [74.68792937305237, 32.09339457502559]]]",3716.430657453685,4159.359926447209,4191.692707700678,3864.594356832665,4249.034942714063,4355.383022020856,4575.865581774807,4640.319241605892
"[[[74.68792937305237, 32.10339457502559], [74.69792937305238, 32.10339457502559], [74.69792937305238, 32.11339457502559], [74.68792937305237, 32.11339457502559], [74.68792937305237, 32.10339457502559]]]",162.33473300668675,202.9912837480515,199.40710275226076,185.90338480140434,200.84046970927284,225.02160430863202,207.44659072749832,227.82138773110572
"[[[74.68792937305237, 32.113394575025595], [74.69792937305238, 32.113394575025595], [74.69792937305238, 32.12339457502559], [74.68792937305237, 32.12339457502559], [74.68792937305237, 32.113394575025595]]]",86.26516456488389,115.3911877135406,123.90191630684058,103.16494213284386,105.88103865811718,102.28054006311407,108.4759523861976,131.80039494172888
"[[[74.68792937305237, 32.12339457502559], [74.69792937305238, 32.12339457502559], [74.69792937305238, 32.13339457502559], [74.68792937305237, 32.13339457502559], [74.68792937305237, 32.12339457502559]]]",441.9356574642734,540.4344383143055,557.8152274954655,495.08699096979757,519.1880483913246,558.1831753422662,569.7939226642575,599.538631233957
"[[[74.68792937305237, 32.13339457502559], [74.69792937305238, 32.13339457502559], [74.69792937305238, 32.14339457502559], [74.68792937305237, 32.14339457502559], [74.68792937305237, 32.13339457502559]]]",296.08020851005676,327.51096621591387,326.78556374646763,301.72362344924295,309.4086308385014,334.8433870506217,322.9533743434557,373.6213177866184
"[[[74.68792937305237, 32.14339457502559], [74.69792937305238, 32.14339457502559], [74.69792937305238, 32.15339457502559], [74.68792937305237, 32.15339457502559], [74.68792937305237, 32.14339457502559]]]",3.6638864816268324,4.637030761499523,5.341562851206475,5.541392630229359,5.034797366079147,5.956185033255679,2.981936687578234,5.678673638788621
"[[[74.68792937305237, 32.153394575025594], [74.69792937305238, 32.153394575025594], [74.69792937305238, 32.16339457502559], [74.68792937305237, 32.16339457502559], [74.68792937305237, 32.153394575025594]]]",2058.840049777951,2271.8348899606895,2236.7188881676443,2135.6205464929994,2235.5946139619027,2397.3883826900665,2475.9266961212447,2455.8576500087493
"[[[74.68792937305237, 32.16339457502559], [74.69792937305238, 32.16339457502559], [74.69792937305238, 32.17339457502559], [74.68792937305237, 32.17339457502559], [74.68792937305237, 32.16339457502559]]]",291.6899781344763,353.8240326167467,352.3160454299246,349.4558241076469,365.98140718071824,383.61163670917125,392.89375656556416,394.48780327242105
"[[[74.68792937305237, 32.17339457502559], [74.69792937305238, 32.17339457502559], [74.69792937305238, 32.18339457502559], [74.68792937305237, 32.18339457502559], [74.68792937305237, 32.17339457502559]]]",30.752083164964933,34.904408254561154,30.53588119248179,32.53853018066847,30.30435762384995,33.91006752408947,43.22787328729307,42.75588742702555
"[[[74.68792937305237, 32.183394575025595], [74.69792937305238, 32.183394575025595], [74.69792937305238, 32.19339457502559], [74.68792937305237, 32.19339457502559], [74.68792937305237, 32.183394575025595]]]",614.2532008302971,671.0171074408183,697.4220141709015,682.4335526843817,676.4033094062357,688.1266012432599,755.5122695217177,745.6567280512746
"[[[74.68792937305237, 32.19339457502559], [74.69792937305238, 32.19339457502559], [74.69792937305238, 32.20339457502559], [74.68792937305237, 32.20339457502559], [74.68792937305237, 32.19339457502559]]]",7.925748908040915,8.142870025125305,11.273062807482418,10.189112002859545,9.746947966034309,11.066059641175437,9.88063940499249,11.780268761810174
"[[[74.68792937305237, 32.20339457502559], [74.69792937305238, 32.20339457502559], [74.69792937305238, 32.21339457502559], [74.68792937305237, 32.21339457502559], [74.68792937305237, 32.20339457502559]]]",446.78110338970436,457.8524044894836,538.0377385648208,472.82545252636396,490.04724501429456,495.8611228041934,510.46245228541915,498.186164206353
"[[[74.69792937305236, 31.913394575025592], [74.70792937305237, 31.913394575025592], [74.70792937305237, 31.923394575025593], [74.69792937305236, 31.923394575025593], [74.69792937305236, 31.913394575025592]]]",28.696108654819586,30.745820631903676,31.709001246329834,44.132973342455834,36.89567084596092,38.06492761877355,39.63466543711155,32.11811482375981
"[[[74.69792937305236, 31.923394575025593], [74.70792937305237, 31.923394575025593], [74.70792937305237, 31.933394575025595], [74.69792937305236, 31.933394575025595], [74.69792937305236, 31.923394575025593]]]",0.1428455376299098,0.9911178512538754,0.6769930515929445,0.8902458866941743,1.0701667577209533,0.71422767769036,0.2897530284826644,0.27756715498981066
"[[[74.69792937305236, 31.93339457502559], [74.70792937305237, 31.93339457502559], [74.70792937305237, 31.943394575025593], [74.69792937305236, 31.943394575025593], [74.69792937305236, 31.93339457502559]]]",21.032183363579453,23.698951876645417,23.222614425602682,30.07030643773796,25.815245625310624,31.259862553494767,23.403437830682055,29.170330321559568
"[[[74.69792937305236, 31.943394575025593], [74.70792937305237, 31.943394575025593], [74.70792937305237, 31.953394575025595], [74.69792937305236, 31.953394575025595], [74.69792937305236, 31.943394575025593]]]",2.9686145837331424,4.463415337886545,4.283199717077271,4.736108164058048,3.0478228080028202,2.9198711386925424,0.6546522885855666,1.2923797525218106
"[[[74.69792937305236, 31.95339457502559], [74.70792937305237, 31.95339457502559], [74.70792937305237, 31.963394575025593], [74.69792937305236, 31.963394575025593], [74.69792937305236, 31.95339457502559]]]",4.005090901227959,4.188556188637449,5.897963647839788,5.85869786063995,6.273694717219769,4.639314104843281,6.147773959673941,6.674474758483484
"[[[74.69792937305236, 31.963394575025593], [74.70792937305237, 31.963394575025593], [74.70792937305237, 31.973394575025594], [74.69792937305236, 31.973394575025594], [74.69792937305236, 31.963394575025593]]]",721.285118799192,807.7941335690108,843.9299384177091,821.4943477039061,876.3878392612797,881.4048019450795,891.1811331716182,914.4649102323983
"[[[74.69792937305236, 31.97339457502559], [74.70792937305237, 31.97339457502559], [74.70792937305237, 31.983394575025592], [74.69792937305236, 31.983394575025592], [74.69792937305236, 31.97339457502559]]]",99.84269582817163,94.30787691109015,99.6275286252489,115.37281590572645,110.95484354549592,111.74871251315453,100.21937994601531,114.0958443926682
"[[[74.69792937305236, 31.983394575025592], [74.70792937305237, 31.983394575025592], [74.70792937305237, 31.993394575025594], [74.69792937305236, 31.993394575025594], [74.69792937305236, 31.983394575025592]]]",27.029465732760528,26.192835034941936,38.8627472442375,41.191762329690754,39.09921703778434,43.5623532480269,39.753789389789176,42.16369912978556
"[[[74.69792937305236, 31.99339457502559], [74.70792937305237, 31.99339457502559], [74.70792937305237, 32.00339457502559], [74.69792937305236, 32.00339457502559], [74.69792937305236, 31.99339457502559]]]",156.99659575910167,180.4049766982159,177.9360282597499,197.49714209086605,194.62918216752985,191.1468793418584,182.3487513177249,200.59139907238796
"[[[74.69792937305236, 32.003394575025595], [74.70792937305237, 32.003394575025595], [74.70792937305237, 32.01339457502559], [74.69792937305236, 32.01339457502559], [74.69792937305236, 32.003394575025595]]]",213.63332350295977,241.28114120599395,233.19086948085146,243.79740285794523,229.10280770180873,252.1650604488246,239.87286821386738,243.2398386101827
"[[[74.69792937305236, 32.01339457502559], [74.70792937305237, 32.01339457502559], [74.70792937305237, 32.02339457502559], [74.69792937305236, 32.02339457502559], [74.69792937305236, 32.01339457502559]]]",3.3104961309163627,2.4310821159360785,3.7078353484674373,2.0425119936616656,2.7570184305424097,2.995837653153442,1.3948844901485655,4.317806118727757
"[[[74.69792937305236, 32.02339457502559], [74.70792937305237, 32.02339457502559], [74.70792937305237, 32.03339457502559], [74.69792937305236, 32.03339457502559], [74.69792937305236, 32.02339457502559]]]",266.82586547993236,306.20814445996814,301.1714656514225,319.0697018294611,292.14564709123727,310.9590989589781,280.2006078511797,279.90905196322416
"[[[74.69792937305236, 32.03339457502559], [74.70792937305237, 32.03339457502559], [74.70792937305237, 32.04339457502559], [74.69792937305236, 32.04339457502559], [74.69792937305236, 32.03339457502559]]]",1.03309146106767,0.24981043256957491,0.13946057351859054,1.7628899223382177,0.9261265172881394,3.5196869508581585,0.7480773749193759,0.5984618437651079
"[[[74.69792937305236, 32.043394575025594], [74.70792937305237, 32.043394575025594], [74.70792937305237, 32.05339457502559], [74.69792937305236, 32.05339457502559], [74.69792937305236, 32.043394575025594]]]",1.0127816243766574,2.120342259786412,1.1285474453870847,2.54143202269006,1.5848408176680095,2.6321490973259642,1.7188853944389848,3.341743960859009
"[[[74.69792937305236, 32.05339457502559], [74.70792937305237, 32.05339457502559], [74.70792937305237, 32.06339457502559], [74.69792937305236, 32.06339457502559], [74.69792937305236, 32.05339457502559]]]",1.726796894966837,2.164877785859668,3.005703125195485,1.9104876450730408,1.9788507146461365,3.2057241412793007,1.4145969279988824,5.121983580471244
"[[[74.69792937305236, 32.06339457502559], [74.70792937305237, 32.06339457502559], [74.70792937305237, 32.07339457502559], [74.69792937305236, 32.07339457502559], [74.69792937305236, 32.06339457502559]]]",517.5601873479693,544.4349800556331,587.8156556519078,568.3978980902314,572.1295929644959,566.9355245069331,587.2200836798614,586.4950173243561
"[[[74.69792937305236, 32.07339457502559], [74.70792937305237, 32.07339457502559], [74.70792937305237, 32.08339457502559], [74.69792937305236, 32.08339457502559], [74.69792937305236, 32.07339457502559]]]",521.4774002731018,588.5611235535443,603.4946383611926,536.2292159092366,563.7634631939887,603.5057918876938,593.6240763404494,636.2040572209537
"[[[74.69792937305236, 32.083394575025594], [74.70792937305237, 32.083394575025594], [74.70792937305237, 32.09339457502559], [74.69792937305236, 32.09339457502559], [74.69792937305236, 32.083394575025594]]]",163.93657353436004,177.98882769293505,193.45603627947426,186.39787619980513,196.43033406346365,206.62956894945782,231.7248003212244,234.02071719109213
"[[[74.69792937305236, 32.09339457502559], [74.70792937305237, 32.09339457502559], [74.70792937305237, 32.10339457502559], [74.69792937305236, 32.10339457502559], [74.69792937305236, 32.09339457502559]]]",307.9996791204474,323.1920536439692,330.8994284912425,285.70495576018516,317.79541186250526,350.3429131650074,365.4978459062345,371.07509880960333
"[[[74.69792937305236, 32.10339457502559], [74.70792937305237, 32.10339457502559], [74.70792937305237, 32.11339457502559], [74.69792937305236, 32.11339457502559], [74.69792937305236, 32.10339457502559]]]",307.53072826481275,356.5640045491877,369.3768258865704,371.53498354454194,391.453001667666,395.80144532017766,377.1158774431088,405.9459784343727
"[[[74.69792937305236, 32.113394575025595], [74.70792937305237, 32.113394575025595], [74.70792937305237, 32.12339457502559], [74.69792937305236, 32.12339457502559], [74.69792937305236, 32.113394575025595]]]",61.02410171003398,87.95274887363976,87.33087090285439,90.6938941496193,93.06317015985216,105.25352929306347,90.8652261098295,103.85170553423788
"[[[74.69792937305236, 32.12339457502559], [74.70792937305237, 32.12339457502559], [74.70792937305237, 32.13339457502559], [74.69792937305236, 32.13339457502559], [74.69792937305236, 32.12339457502559]]]",698.1788362512593,855.9128793908889,878.1997644083351,838.5606080492828,862.6943439208867,908.6450280405686,931.0123481607869,978.1830083300109
"[[[74.69792937305236, 32.13339457502559], [74.70792937305237, 32.13339457502559], [74.70792937305237, 32.14339457502559], [74.69792937305236, 32.14339457502559], [74.69792937305236, 32.13339457502559]]]",30.934752043668755,34.685564400353684,33.47464948389233,33.34326248224897,47.821550538838345,48.61292316985282,63.67636724845397,66.86776013163117
"[[[74.69792937305236, 32.14339457502559], [74.70792937305237, 32.14339457502559], [74.70792937305237, 32.15339457502559], [74.69792937305236, 32.15339457502559], [74.69792937305236, 32.14339457502559]]]",0.35812933783745393,0.7287896741102076,1.6758233549540713,1.5210043093961134,3.1256769379524485,1.1163615617078904,1.835328162269434,0.8407059220020278
"[[[74.69792937305236, 32.153394575025594], [74.70792937305237, 32.153394575025594], [74.70792937305237, 32.16339457502559], [74.69792937305236, 32.16339457502559], [74.69792937305236, 32.153394575025594]]]",16.753626807416826,20.62375746580466,23.496674412960125,21.348378858704333,25.0247432926146,24.35112440779181,21.446017290042672,20.162178372679325
"[[[74.69792937305236, 32.16339457502559], [74.70792937305237, 32.16339457502559], [74.70792937305237, 32.17339457502559], [74.69792937305236, 32.17339457502559], [74.69792937305236, 32.16339457502559]]]",1.5047830191553444,2.2926675222638817,2.7865273517003444,5.958388516721386,6.70913402849799,14.314729057575864,12.326689711335348,15.201653758366792
